gx,gy,gz,acx,acy,acz,time
-6.96,14.34,26.86,0.14,-0.8,0.52,2022-03-28 9:28:47
0.61,-27.65,23.13,0.33,-1.1,0.02,2022-03-28 9:28:47
28.56,-35.89,10.56,-0.01,-1.05,0.34,2022-03-28 9:28:47
6.16,-28.99,-4.46,0.22,-1.09,0.11,2022-03-28 9:28:47
-16.48,-25.76,-16.3,0.01,-1.09,0.17,2022-03-28 9:28:48
-17.46,-12.94,-18.07,-0.12,-0.76,0.3,2022-03-28 9:28:48
-0.73,-3.66,-11.41,0.05,-0.83,0.26,2022-03-28 9:28:48
7.45,29.36,-7.81,0.01,-0.79,0.45,2022-03-28 9:28:48
13.79,41.56,5.43,0.31,-1.12,0.13,2022-03-28 9:28:48
38.02,35.46,18.86,-0.09,-1.09,0.37,2022-03-28 9:28:48
-6.29,31.68,-4.58,0.14,-1.12,0.01,2022-03-28 9:28:48
4.82,27.59,-3.85,0.04,-0.82,0.21,2022-03-28 9:28:48
6.77,-4.09,-3.66,0.25,-0.92,0.36,2022-03-28 9:28:48
-2.01,-11.9,-8,0.07,-1.01,0.38,2022-03-28 9:28:49
-1.16,-11.6,-30.64,0.11,-1.09,0.27,2022-03-28 9:28:49
12.57,-0.37,-35.16,-0.29,-1.22,0.36,2022-03-28 9:28:49
-49.07,-22.03,-19.35,-0.1,-0.68,0,2022-03-28 9:28:49
0.92,9.64,39,-0.29,-0.9,0.05,2022-03-28 9:28:49
-2.81,14.71,11.35,-0.18,-0.93,0.42,2022-03-28 9:28:49
-7.57,17.27,33.57,0.07,-0.89,0.35,2022-03-28 9:28:49
2.75,-10.07,23.74,0.11,-0.85,0.46,2022-03-28 9:28:49
4.15,-21.06,25.15,0.22,-0.81,0.29,2022-03-28 9:28:50
21.18,-20.81,18.37,0.25,-1.26,0,2022-03-28 9:28:50
19.23,-64.27,13.43,-0.07,-1.14,0.3,2022-03-28 9:28:50
-19.9,-37.05,8.73,0.17,-0.99,0.03,2022-03-28 9:28:50
-9.28,-34.12,7.45,0.13,-0.97,0.06,2022-03-28 9:28:50
-7.45,-21.91,-8.42,0.06,-0.96,0.39,2022-03-28 9:28:50
-10.99,-14.34,-13.85,0.13,-0.87,0.4,2022-03-28 9:28:50
2.75,-3.6,-11.29,0.01,-0.93,0.41,2022-03-28 9:28:50
20.14,19.96,-24.35,-0.04,-0.95,0.43,2022-03-28 9:28:50
40.16,31.62,-38.02,0.04,-1.03,0.4,2022-03-28 9:28:51
37.17,60.97,-45.59,-0.11,-1.18,0.35,2022-03-28 9:28:51
-33.26,-4.64,-21.97,-0.08,-0.68,0.06,2022-03-28 9:28:51
-15.5,25.63,32.84,-0.35,-0.94,-0.01,2022-03-28 9:28:51
-2.38,51.7,14.04,-0.19,-0.83,0.34,2022-03-28 9:28:51
-7.51,73,31.43,0.24,-0.8,0.53,2022-03-28 9:28:51
-5.98,-0.73,28.81,0.12,-0.85,0.57,2022-03-28 9:28:51
2.81,-18.13,17.09,0.26,-1.05,0.14,2022-03-28 9:28:51
36.38,-54.93,34.97,-0.15,-1.04,0.39,2022-03-28 9:28:52
2.93,-22.95,-29.66,0.29,-1.02,0.09,2022-03-28 9:28:52
28.63,-78.12,12.15,-0.18,-0.95,0.34,2022-03-28 9:28:52
-9.03,-16.85,-34.85,0.13,-1.06,0.27,2022-03-28 9:28:52
-16.97,37.17,-11.84,-0.28,-1.14,0.36,2022-03-28 9:28:52
-40.16,9.77,-32.04,0.04,-0.62,0.08,2022-03-28 9:28:52
31.43,10.5,23.93,-0.09,-0.78,0.21,2022-03-28 9:28:52
4.46,38.64,-3.36,-0.16,-0.88,0.62,2022-03-28 9:28:52
-13.73,37.48,19.47,0.26,-1.05,0.15,2022-03-28 9:28:52
40.1,36.56,36.62,-0.43,-1.17,0.44,2022-03-28 9:28:53
-18.86,38.21,-10.74,0.2,-1.05,0.07,2022-03-28 9:28:53
7.08,18.68,3.17,-0.03,-0.87,0.33,2022-03-28 9:28:53
-23.62,36.93,-9.7,0.2,-0.82,0.24,2022-03-28 9:28:53
6.1,6.71,-20.87,0.31,-0.86,0.28,2022-03-28 9:28:53
13,-37.9,-43.64,0.12,-1.13,0.49,2022-03-28 9:28:53
20.08,-20.14,-35.03,-0.27,-1.22,0.53,2022-03-28 9:28:53
-60.73,-1.83,-6.41,-0.16,-0.72,-0.12,2022-03-28 9:28:53
22.03,-6.71,23.56,-0.36,-0.79,0.14,2022-03-28 9:28:53
0.24,20.02,2.93,-0.06,-0.88,0.57,2022-03-28 9:28:54
-15.81,18.19,38.21,-0.04,-0.8,0.47,2022-03-28 9:28:54
1.22,38.57,33.02,0.02,-0.73,0.38,2022-03-28 9:28:54
16.78,5.62,27.28,0.15,-0.92,0.28,2022-03-28 9:28:54
52.73,-47.97,34.79,-0.26,-1.32,0.38,2022-03-28 9:28:54
-15.32,-3.97,-15.44,0.21,-1.02,0.19,2022-03-28 9:28:54
-1.83,-52.19,4.09,0.06,-0.92,0.07,2022-03-28 9:28:54
-10.13,-33.75,-12.7,0.08,-0.99,0.27,2022-03-28 9:28:54
-13.12,-33.63,-18.74,0.05,-0.86,0.34,2022-03-28 9:28:54
5.25,-13.24,-27.04,0.11,-0.88,0.41,2022-03-28 9:28:55
37.9,-3.11,-32.78,-0.11,-1.1,0.45,2022-03-28 9:28:55
30.46,41.81,-54.63,-0.17,-1.1,0.41,2022-03-28 9:28:55
-14.65,-26.25,6.41,-0.19,-0.73,0.14,2022-03-28 9:28:55
-24.05,28.87,36.8,-0.4,-0.97,0.01,2022-03-28 9:28:55
-2.56,65.43,12.76,-0.06,-0.82,0.32,2022-03-28 9:28:55
1.77,102.6,32.9,0.03,-0.77,0.42,2022-03-28 9:28:55
2.62,14.47,22.89,0.16,-0.88,0.54,2022-03-28 9:28:55
-0.85,-18.01,19.53,0.33,-1.25,0.1,2022-03-28 9:28:56
15.75,-30.7,10.07,-0.07,-1.18,0.35,2022-03-28 9:28:56
-11.11,-39.79,-20.75,0.34,-1,0.13,2022-03-28 9:28:56
3.05,-48.28,4.82,-0.02,-0.9,0.2,2022-03-28 9:28:56
-2.81,-57.25,-13.85,-0.01,-0.96,0.23,2022-03-28 9:28:56
-1.83,-27.95,-12.27,-0.07,-0.86,0.38,2022-03-28 9:28:56
-6.35,5.8,-15.81,0.04,-0.87,0.41,2022-03-28 9:28:56
20.75,-18.86,-36.01,-0.02,-0.98,0.38,2022-03-28 9:28:56
52.19,16.24,-32.53,-0.45,-1.27,0.49,2022-03-28 9:28:56
-15.32,-3.48,-28.2,-0.1,-0.7,0.04,2022-03-28 9:28:57
-25.15,43.88,24.54,-0.34,-0.91,-0.13,2022-03-28 9:28:57
-1.59,78.25,25.94,-0.42,-0.89,0.19,2022-03-28 9:28:57
-7.75,94.85,16.54,0.05,-0.89,0.41,2022-03-28 9:28:57
-10.44,49.32,17.88,-0.01,-0.82,0.46,2022-03-28 9:28:57
-9.22,16.91,1.77,0.07,-0.83,0.45,2022-03-28 9:28:57
-2.38,-21.61,10.93,0.04,-1.13,0.18,2022-03-28 9:28:57
-6.65,35.83,-24.54,-0.11,-1.08,0.37,2022-03-28 9:28:57
-1.1,29.48,-33.69,0.1,-1.05,0.29,2022-03-28 9:28:57
-14.22,66.65,-35.52,0.08,-0.91,0.3,2022-03-28 9:28:58
1.28,63.23,-38.94,0.11,-0.91,0.34,2022-03-28 9:28:58
4.64,71.04,-48.52,0.08,-0.99,0.44,2022-03-28 9:28:58
-6.77,79.96,-49.5,-0.03,-1,0.33,2022-03-28 9:28:58
-1.59,83.13,-48.71,-0.02,-0.77,0.34,2022-03-28 9:28:58
18.43,73,-30.09,-0.16,-0.87,0.3,2022-03-28 9:28:58
24.96,86.55,-20.08,-0.12,-0.87,0.45,2022-03-28 9:28:58
11.66,71.84,-16.42,0.06,-0.92,0.32,2022-03-28 9:28:58
19.41,74.89,1.34,-0.03,-1,0.27,2022-03-28 9:28:58
5.55,68.18,-20.81,0.13,-1.06,0.23,2022-03-28 9:28:59
-7.2,73,-16.17,0.16,-1.02,0.24,2022-03-28 9:28:59
-19.04,84.84,-22.58,0.14,-0.94,0.23,2022-03-28 9:28:59
-4.82,62.19,-20.45,0.11,-0.94,0.41,2022-03-28 9:28:59
-10.13,50.6,-21.06,0.07,-0.91,0.46,2022-03-28 9:28:59
6.59,18.98,-14.04,-0.08,-0.88,0.38,2022-03-28 9:28:59
8.79,17.03,-14.53,-0.04,-0.9,0.33,2022-03-28 9:28:59
10.44,20.94,-7.26,-0.03,-0.94,0.33,2022-03-28 9:28:59
5.31,21.55,-6.96,-0.01,-0.95,0.32,2022-03-28 9:28:59
-1.46,7.57,-3.54,0.01,-0.94,0.33,2022-03-28 9:29:00
-6.41,7.14,-0.31,-0.01,-0.92,0.31,2022-03-28 9:29:00
-1.46,8.12,2.75,-0.03,-0.94,0.37,2022-03-28 9:29:00
-6.23,7.69,-1.4,0,-0.91,0.45,2022-03-28 9:29:00
-3.72,5.74,7.57,0.08,-0.85,0.37,2022-03-28 9:29:00
8.67,4.39,6.41,0.04,-0.95,0.32,2022-03-28 9:29:00
16.3,22.58,-1.59,0.32,-1.24,0.23,2022-03-28 9:29:00
9.77,23.74,21.06,0.02,-0.89,0.18,2022-03-28 9:29:00
-3.6,-25.09,1.22,-0.03,-1.03,0.05,2022-03-28 9:29:01
-20.51,-9.89,0.85,-0.04,-1.01,0.25,2022-03-28 9:29:01
-13.98,-9.77,-13.37,0.02,-1.01,0.2,2022-03-28 9:29:01
9.09,1.4,-21.18,0,-0.85,0.43,2022-03-28 9:29:01
4.39,-30.52,-6.35,0.06,-0.88,0.32,2022-03-28 9:29:01
18.31,-24.23,-2.56,-0.15,-1.01,0.23,2022-03-28 9:29:01
12.57,-7.57,-11.9,-0.06,-1.01,0.26,2022-03-28 9:29:01
0.67,-1.46,-2.81,-0.11,-0.95,0.27,2022-03-28 9:29:01
-5.25,0.18,-1.53,-0.07,-0.93,0.29,2022-03-28 9:29:01
-9.46,1.04,4.27,-0.1,-0.94,0.27,2022-03-28 9:29:02
-9.09,9.64,5.86,-0.11,-0.94,0.29,2022-03-28 9:29:02
-5.31,9.09,2.32,-0.02,-0.95,0.29,2022-03-28 9:29:02
-10.13,7.2,0.85,-0.08,-0.92,0.34,2022-03-28 9:29:02
0.79,-5.37,2.26,-0.04,-0.92,0.34,2022-03-28 9:29:02
4.03,-13.79,-0.37,-0.08,-0.95,0.31,2022-03-28 9:29:02
6.16,-10.93,-3.23,-0.11,-0.94,0.3,2022-03-28 9:29:02
9.09,-7.39,-4.27,-0.11,-0.9,0.33,2022-03-28 9:29:02
12.21,10.62,-4.15,-0.12,-0.9,0.34,2022-03-28 9:29:03
15.93,23.32,-3.3,-0.08,-0.85,0.37,2022-03-28 9:29:03
4.33,16.78,0.24,-0.06,-0.86,0.38,2022-03-28 9:29:03
13.85,9.7,6.1,0.04,-1.08,0.22,2022-03-28 9:29:03
20.08,6.77,21.42,-0.11,-1.16,0.21,2022-03-28 9:29:03
-7.69,22.46,9.03,0.14,-0.91,0.13,2022-03-28 9:29:03
-6.35,-18.92,20.94,0.22,-1.03,0.08,2022-03-28 9:29:03
-22.28,-10.44,11.66,-0.03,-1.07,0.17,2022-03-28 9:29:03
-20.26,-15.08,-3.72,0.08,-0.97,0.23,2022-03-28 9:29:03
-10.31,-14.59,-7.87,0.07,-0.9,0.27,2022-03-28 9:29:04
5.62,-3.36,-14.22,0,-0.93,0.46,2022-03-28 9:29:04
8.54,1.59,-29.3,0.1,-0.95,0.47,2022-03-28 9:29:04
28.93,-15.01,-24.48,-0.24,-1.26,0.35,2022-03-28 9:29:04
-1.4,36.13,-36.99,-0.19,-0.88,0.24,2022-03-28 9:29:04
-31.98,5.68,-14.77,-0.03,-0.66,0.07,2022-03-28 9:29:04
4.03,21.12,31.62,-0.44,-0.88,0.1,2022-03-28 9:29:04
-5.07,62.38,8.42,-0.02,-0.85,0.49,2022-03-28 9:29:04
-8,27.83,38.57,0.1,-0.83,0.48,2022-03-28 9:29:04
-5.37,-11.9,31.74,0.01,-0.88,0.41,2022-03-28 9:29:05
13.92,-39.92,16.78,0.15,-0.85,0.34,2022-03-28 9:29:05
29.3,-54.57,14.34,-0.01,-1.2,0.24,2022-03-28 9:29:05
13.92,-52.55,-3.72,-0.22,-1.16,0.24,2022-03-28 9:29:05
2.14,-8.36,-17.33,0.18,-0.91,0,2022-03-28 9:29:05
5.37,-13.43,8.73,-0.06,-0.96,0.16,2022-03-28 9:29:05
-2.44,-19.71,-16.48,-0.1,-0.99,0.29,2022-03-28 9:29:05
-7.87,9.09,-13.67,-0.02,-0.88,0.32,2022-03-28 9:29:05
-5.13,16.48,-16.66,0.03,-0.86,0.31,2022-03-28 9:29:06
18.25,-6.04,-31.01,-0.01,-1.07,0.31,2022-03-28 9:29:06
34.67,13.73,-43.58,-0.54,-1.33,0.45,2022-03-28 9:29:06
-29.79,-30.27,-24.72,-0.23,-0.74,0.06,2022-03-28 9:29:06
-26.61,44.74,39.49,-0.48,-0.78,-0.02,2022-03-28 9:29:06
-6.04,44.49,21,-0.24,-0.81,0.33,2022-03-28 9:29:06
-8.06,20.81,40.1,-0.11,-0.91,0.47,2022-03-28 9:29:06
-3.48,36.68,23.68,-0.08,-0.85,0.5,2022-03-28 9:29:06
1.95,3.91,12.7,0.1,-0.82,0.38,2022-03-28 9:29:06
28.69,-49.5,20.63,-0.06,-1.2,0.17,2022-03-28 9:29:07
15.69,-26.12,-13.85,0.06,-1.02,0.28,2022-03-28 9:29:07
11.47,-64.03,3.72,-0.04,-1.04,0.21,2022-03-28 9:29:07
-6.29,-25.94,-25.7,0,-1.03,0.15,2022-03-28 9:29:07
-12.82,5.92,-25.76,-0.28,-1.09,0.3,2022-03-28 9:29:07
-18.68,36.62,-39.06,-0.08,-1.01,0.3,2022-03-28 9:29:07
-33.33,16.17,-35.64,-0.16,-0.68,0.18,2022-03-28 9:29:07
8.24,5.92,22.77,-0.36,-0.73,0.45,2022-03-28 9:29:07
1.34,18.07,2.87,-0.14,-0.82,0.44,2022-03-28 9:29:07
10.13,4.33,12.94,-0.3,-0.73,0.44,2022-03-28 9:29:08
27.16,2.26,8.18,-0.2,-0.8,0.44,2022-03-28 9:29:08
24.72,2.44,9.03,-0.09,-0.86,0.47,2022-03-28 9:29:08
32.9,-22.03,35.52,-0.2,-1.32,0.17,2022-03-28 9:29:08
-16.42,27.16,-7.39,-0.15,-1,0.09,2022-03-28 9:29:08
-9.28,-0.98,11.72,0.14,-0.9,-0.05,2022-03-28 9:29:08
-9.7,-23.8,16.36,-0.07,-1,0.4,2022-03-28 9:29:08
-26.61,-45.78,-9.58,0.09,-0.94,0.41,2022-03-28 9:29:08
-3.36,-81.85,-5.43,-0.1,-0.89,0.45,2022-03-28 9:29:09
15.62,-35.83,-14.4,-0.27,-1.03,0.36,2022-03-28 9:29:09
18.25,44.31,-5.86,-0.24,-0.91,0.11,2022-03-28 9:29:09
1.65,19.29,-4.82,-0.01,-0.84,0.13,2022-03-28 9:29:09
21.06,53.53,5.98,-0.4,-0.89,0.3,2022-03-28 9:29:09
-2.38,75.74,-3.23,-0.01,-0.87,0.41,2022-03-28 9:29:09
-8.3,44.13,13.24,0.05,-0.78,0.4,2022-03-28 9:29:09
20.75,-6.71,23.74,0.05,-1.26,0.16,2022-03-28 9:29:09
2.44,-31.43,22.28,-0.35,-1.11,0.28,2022-03-28 9:29:10
-26.55,-13.61,13.12,0.19,-1.05,0.03,2022-03-28 9:29:10
-19.04,-32.41,21.85,-0.08,-0.94,0.23,2022-03-28 9:29:10
-17.88,-11.05,-0.67,0.04,-0.9,0.32,2022-03-28 9:29:10
-1.77,-12.51,-5.62,0.04,-0.88,0.4,2022-03-28 9:29:10
8.24,-4.82,-20.69,-0.05,-0.94,0.38,2022-03-28 9:29:10
33.87,3.36,-37.35,-0.05,-1.04,0.34,2022-03-28 9:29:10
42.24,13.55,-43.4,-0.19,-1.2,0.41,2022-03-28 9:29:10
-0.67,5.68,-35.03,-0.16,-0.64,0.24,2022-03-28 9:29:10
-20.57,-10.86,7.51,-0.18,-0.97,0.04,2022-03-28 9:29:11
-5.37,-4.58,18.19,-0.41,-0.88,0.22,2022-03-28 9:29:11
-5.13,32.9,29.54,-0.06,-0.9,0.44,2022-03-28 9:29:11
-8.3,10.8,27.59,-0.2,-0.83,0.56,2022-03-28 9:29:11
-5.74,-7.81,17.7,0.09,-1.12,0.23,2022-03-28 9:29:11
26.73,-18.37,29.48,-0.29,-1.1,0.32,2022-03-28 9:29:11
14.53,-30.76,-11.72,0.33,-0.97,0.14,2022-03-28 9:29:11
