gx,gy,gz,acx,acy,acz,time
-88.99,-43.76,137.82,-0.39,-1.02,0.15,2022-03-28 9:26:20
-70.13,191.47,36.38,-0.29,-0.83,-0.08,2022-03-28 9:26:21
-2.26,53.04,-22.4,0.05,-0.86,0.43,2022-03-28 9:26:21
31.49,-140.93,-124.02,0.03,-0.93,0.4,2022-03-28 9:26:21
59.39,-81.3,-94.79,0.05,-0.98,0.51,2022-03-28 9:26:21
25.45,-40.04,-0.61,0.1,-0.87,0.6,2022-03-28 9:26:21
-23.5,-59.02,64.45,0.1,-1.04,0.52,2022-03-28 9:26:21
-79.28,47.3,113.1,-0.03,-1.38,0.43,2022-03-28 9:26:21
-67.02,64.82,190.43,0.06,-1.18,0.22,2022-03-28 9:26:21
-34.91,-3.17,92.9,0.17,-0.82,0.14,2022-03-28 9:26:21
12.39,-57.07,-24.78,0.13,-0.78,0.12,2022-03-28 9:26:22
57.98,-34.79,-70.43,0.08,-0.82,0.16,2022-03-28 9:26:22
95.89,-28.63,-109.38,0.23,-1.2,0.34,2022-03-28 9:26:22
83.56,-94.06,-85.51,0.01,-1.14,0.54,2022-03-28 9:26:22
38.57,12.82,-59.08,0.13,-1.13,0.61,2022-03-28 9:26:22
-34.3,40.77,-22.09,0.03,-1.32,0.56,2022-03-28 9:26:22
-78.92,39.67,143.07,-0.02,-0.9,0.14,2022-03-28 9:26:22
-83.25,175.84,120.54,-0.43,-1.1,0.05,2022-03-28 9:26:22
18.49,43.76,27.04,0.04,-0.79,0.33,2022-03-28 9:26:22
29.79,-190.19,-117.19,0.03,-0.83,0.22,2022-03-28 9:26:23
66.35,-122.86,-131.71,0.07,-1.14,0.58,2022-03-28 9:26:23
32.29,-13.92,6.23,-0.09,-0.87,0.53,2022-03-28 9:26:23
-6.71,16.11,48.83,0.2,-1.27,0.51,2022-03-28 9:26:23
-56.03,23.13,102.91,-0.06,-1.1,0.27,2022-03-28 9:26:23
-32.65,80.93,143.55,0.04,-1.04,0.13,2022-03-28 9:26:23
-18.31,35.58,24.23,0.12,-0.93,0,2022-03-28 9:26:23
5.37,-50.72,-43.09,0.06,-0.87,0.06,2022-03-28 9:26:23
52.06,-27.28,-92.47,0.17,-0.98,0.15,2022-03-28 9:26:23
49.5,-119.93,-87.65,0.17,-1.12,0.29,2022-03-28 9:26:24
37.6,17.15,-29.97,0.02,-1.05,0.4,2022-03-28 9:26:24
-0.31,38.51,-20.32,0.29,-1.11,0.4,2022-03-28 9:26:24
-34.24,-34.3,-5.55,0.02,-1.18,0.38,2022-03-28 9:26:24
-59.2,-8.91,85.57,-0.02,-0.91,0.27,2022-03-28 9:26:24
-89.66,51.45,91.86,-0.49,-1.07,0,2022-03-28 9:26:24
-0.98,116.46,20.63,-0.11,-0.73,0.19,2022-03-28 9:26:24
20.81,-83.44,-87.4,0.17,-0.84,0.22,2022-03-28 9:26:24
68.54,-178.22,-100.4,0.05,-1.04,0.53,2022-03-28 9:26:25
29.97,-44.56,-2.38,-0.11,-0.94,0.53,2022-03-28 9:26:25
-10.99,24.29,47.24,0.2,-0.83,0.52,2022-03-28 9:26:25
-75.44,-24.23,52.73,-0.07,-1.36,0.43,2022-03-28 9:26:25
-70.68,71.35,138,0.03,-1,0.22,2022-03-28 9:26:25
-37.72,18.74,68.42,0.24,-0.91,0.18,2022-03-28 9:26:25
-5.62,-80.02,-2.81,0.1,-0.75,0.14,2022-03-28 9:26:25
46.81,-24.41,-23.13,0.11,-0.91,0.3,2022-03-28 9:26:25
72.14,-102.48,-82.21,0.18,-1.24,0.55,2022-03-28 9:26:25
51.7,-59.27,-23.93,-0.38,-0.94,0.71,2022-03-28 9:26:26
-31.31,92.96,-11.96,0.01,-0.85,0.38,2022-03-28 9:26:26
-55.85,131.53,10.62,-0.06,-0.83,0.36,2022-03-28 9:26:26
-20.02,185.3,21.55,-0.01,-0.74,0.41,2022-03-28 9:26:26
27.16,-25.88,-40.16,0.41,-0.84,0.25,2022-03-28 9:26:26
34.73,-246.22,-19.41,-0.06,-0.9,0.42,2022-03-28 9:26:26
52.61,0,-5.19,-0.05,-0.85,0.57,2022-03-28 9:26:26
32.17,-105.35,-34.79,0.05,-0.89,0.7,2022-03-28 9:26:26
-44.37,1.83,-15.5,-0.15,-1.08,0.35,2022-03-28 9:26:26
-57.19,198.24,110.23,-0.13,-1.14,0.19,2022-03-28 9:26:27
-12.76,46.75,107.36,0.25,-0.94,0.11,2022-03-28 9:26:27
8.18,-142.88,22.09,0.14,-0.95,0.13,2022-03-28 9:26:27
20.14,-118.23,-2.93,-0.07,-0.85,0.24,2022-03-28 9:26:27
58.47,21.12,-24.05,0.07,-0.9,0.37,2022-03-28 9:26:27
59.39,-65.67,-73.79,0.09,-1.06,0.47,2022-03-28 9:26:27
22.46,0,-73.49,-0.08,-1.32,0.49,2022-03-28 9:26:27
-19.71,104.31,31.31,0.05,-0.55,0.33,2022-03-28 9:26:27
-36.8,47.42,42.6,-0.03,-0.95,0.34,2022-03-28 9:26:27
-2.01,267.82,93.75,0.3,-0.84,0.14,2022-03-28 9:26:28
51.33,-76.23,99.37,0.47,-0.54,0.14,2022-03-28 9:26:28
46.81,-102.66,24.29,-0.07,-0.94,0.95,2022-03-28 9:26:28
-6.23,20.57,-42.48,0.4,-0.93,0.11,2022-03-28 9:26:28
4.7,-189.45,-100.22,0.13,-0.97,0.25,2022-03-28 9:26:28
-7.45,-108.15,-126.53,-0.05,-1.22,0.34,2022-03-28 9:26:28
-32.04,127.08,-44.98,-0.04,-0.9,0.2,2022-03-28 9:26:28
-5.68,148.56,17.64,0.26,-0.83,0.14,2022-03-28 9:26:28
35.03,-51.21,4.82,0.19,-0.81,0.24,2022-03-28 9:26:29
46.08,-106.63,-15.87,0.09,-1.03,0.42,2022-03-28 9:26:29
19.84,-33.81,-24.96,-0.12,-1.28,0.6,2022-03-28 9:26:29
-32.41,15.32,49.26,-0.16,-0.76,0.57,2022-03-28 9:26:29
-85.57,143.98,38.15,-0.37,-0.85,0.11,2022-03-28 9:26:29
-39.49,136.17,0.92,0.05,-0.83,0.37,2022-03-28 9:26:29
19.96,-132.51,-65.19,0.08,-0.74,0.26,2022-03-28 9:26:29
64.09,-169.13,-62.87,-0.04,-0.91,0.51,2022-03-28 9:26:29
40.47,-52.49,15.14,-0.12,-0.85,0.61,2022-03-28 9:26:29
-2.44,-39.12,46.88,0.05,-0.93,0.55,2022-03-28 9:26:30
-61.65,-19.17,43.46,-0.06,-1.14,0.4,2022-03-28 9:26:30
-61.34,60.36,99.06,0.05,-1.04,0.27,2022-03-28 9:26:30
-36.93,12.63,68.3,0.12,-1.09,0.17,2022-03-28 9:26:30
-15.01,-10.8,6.65,-0.01,-0.9,0.13,2022-03-28 9:26:30
24.54,24.35,-43.46,0.09,-1.03,0.24,2022-03-28 9:26:30
53.1,-18.68,-95.64,0.01,-0.96,0.42,2022-03-28 9:26:30
56.15,34.36,-106.38,-0.01,-1,0.34,2022-03-28 9:26:30
30.7,99.67,-80.08,0.08,-0.84,0.47,2022-03-28 9:26:30
10.07,59.51,-1.95,0.08,-0.8,0.44,2022-03-28 9:26:31
-1.34,57.56,43.4,0.08,-1.07,0.43,2022-03-28 9:26:31
-4.09,3.17,102.97,0.07,-1,0.43,2022-03-28 9:26:31
-22.71,-73.24,61.1,0.09,-1.06,0.34,2022-03-28 9:26:31
-36.68,-84.11,8.24,-0.03,-0.93,0.23,2022-03-28 9:26:31
-1.34,47.42,-8,0.08,-0.79,0.2,2022-03-28 9:26:31
40.22,-47.24,-40.04,0.18,-0.85,0.27,2022-03-28 9:26:31
60.36,-79.53,-59.39,0.11,-1.09,0.46,2022-03-28 9:26:31
25.02,-22.89,-44.56,-0.14,-1.36,0.51,2022-03-28 9:26:31
-20.08,64.15,91.92,-0.29,-0.77,0.34,2022-03-28 9:26:32
-48.4,195.01,43.21,-0.25,-0.78,0.15,2022-03-28 9:26:32
-23.93,-4.15,-11.54,0,-0.92,0.35,2022-03-28 9:26:32
12.76,-84.53,-73.49,-0.11,-0.91,0.32,2022-03-28 9:26:32
26.37,-46.45,-45.96,-0.04,-0.93,0.4,2022-03-28 9:26:32
31.13,4.64,4.33,0.09,-0.73,0.5,2022-03-28 9:26:32
15.01,-88.56,11.78,0.18,-1.47,0.63,2022-03-28 9:26:32
-69.09,-15.5,75.99,-0.17,-1.05,0.35,2022-03-28 9:26:32
-77.15,78.61,99.49,0.16,-1.22,0.27,2022-03-28 9:26:32
-51.64,-6.23,81.73,0.04,-0.9,0.16,2022-03-28 9:26:33
-12.21,-11.23,23.93,0.03,-0.84,0.19,2022-03-28 9:26:33
56.82,7.69,-103.27,0.09,-0.98,0.44,2022-03-28 9:26:33
79.28,-96.07,-88.68,0.01,-0.92,0.45,2022-03-28 9:26:33
37.54,74.04,-62.5,-0.17,-0.94,0.56,2022-03-28 9:26:33
6.23,94.12,2.44,0.14,-0.83,0.37,2022-03-28 9:26:33
8.79,34.06,8.42,0.08,-0.81,0.42,2022-03-28 9:26:33
14.89,3.05,21.48,0.08,-1.21,0.46,2022-03-28 9:26:33
-5.49,11.23,58.29,0,-1.04,0.39,2022-03-28 9:26:33
-28.93,-4.52,74.95,0.02,-1.01,0.29,2022-03-28 9:26:34
-41.14,-46.51,6.65,0.11,-1.13,0.24,2022-03-28 9:26:34
-34.97,4.15,9.03,0.01,-0.89,0.17,2022-03-28 9:26:34
9.46,35.64,-13.37,0.18,-0.84,0.17,2022-03-28 9:26:34
49.62,-42.3,-38.94,0.14,-0.87,0.25,2022-03-28 9:26:34
60.06,-59.33,-63.05,0.11,-1.08,0.41,2022-03-28 9:26:34
33.39,12.27,-70.74,0.01,-1.2,0.5,2022-03-28 9:26:34
-3.23,97.29,-41.87,0.08,-1.05,0.51,2022-03-28 9:26:34
-24.48,-39.06,93.69,0,-0.79,0.25,2022-03-28 9:26:34
-46.75,143.01,50.9,-0.35,-0.96,0.23,2022-03-28 9:26:35
-3.05,14.53,27.95,-0.07,-0.87,0.44,2022-03-28 9:26:35
9.58,-45.78,-57.19,0.24,-0.85,0.27,2022-03-28 9:26:35
41.14,-206.05,-49.19,-0.13,-0.88,0.43,2022-03-28 9:26:35
34.36,1.28,1.71,0.1,-0.83,0.5,2022-03-28 9:26:35
-40.71,-82.58,18.92,0.02,-1.19,0.49,2022-03-28 9:26:35
-74.65,44.43,102.97,0.01,-1.03,0.27,2022-03-28 9:26:35
-73.91,35.77,68.6,0.17,-1.16,0.21,2022-03-28 9:26:35
-25.21,6.23,56.27,0.04,-0.95,0.16,2022-03-28 9:26:36
6.84,-37.23,5.49,0.02,-0.89,0.23,2022-03-28 9:26:36
66.65,-25.15,-99.79,0.02,-0.76,0.5,2022-03-28 9:26:36
63.11,-47.12,-103.76,-0.17,-1.09,0.5,2022-03-28 9:26:36
26.86,115.36,-69.34,0.05,-0.86,0.42,2022-03-28 9:26:36
9.16,87.28,-9.28,0.11,-0.8,0.39,2022-03-28 9:26:36
7.57,42.11,42.18,0.03,-1,0.37,2022-03-28 9:26:36
10.07,13.12,67.26,-0.04,-0.96,0.43,2022-03-28 9:26:36
-20.14,-82.95,24.72,0.05,-1.12,0.34,2022-03-28 9:26:37
-37.66,-30.15,3.78,-0.09,-0.9,0.23,2022-03-28 9:26:37
-12.27,50.29,-3.54,0.12,-0.87,0.21,2022-03-28 9:26:37
23.01,-26.49,-19.96,0.09,-0.84,0.24,2022-03-28 9:26:37
45.17,-39.18,-63.23,0.1,-1,0.33,2022-03-28 9:26:37
25.94,-15.26,-75.56,-0.02,-1.2,0.51,2022-03-28 9:26:37
0.73,-66.83,92.16,-0.19,-0.8,0.36,2022-03-28 9:26:37
-51.39,-2.14,8.91,-0.46,-0.93,0.31,2022-03-28 9:26:37
-15.26,80.57,24.66,-0.34,-0.88,0.19,2022-03-28 9:26:37
6.41,105.53,-8.73,0.13,-0.91,0.2,2022-03-28 9:26:38
15.5,-81.6,-36.56,0.03,-0.86,0.35,2022-03-28 9:26:38
49.44,-46.69,-19.59,0,-0.75,0.47,2022-03-28 9:26:38
-14.47,-86.18,-2.87,0.03,-1.22,0.52,2022-03-28 9:26:38
-55.79,22.77,74.1,-0.02,-1.15,0.37,2022-03-28 9:26:38
-78.8,36.62,58.96,0.12,-1.15,0.23,2022-03-28 9:26:38
-51.45,29.24,65.12,0.05,-0.96,0.14,2022-03-28 9:26:38
-9.28,-1.34,15.75,0.09,-0.95,0.17,2022-03-28 9:26:38
45.41,-8.67,-40.04,0,-0.72,0.37,2022-03-28 9:26:38
70.25,-76.17,-82.64,-0.01,-1.04,0.5,2022-03-28 9:26:39
39.98,29.36,-69.52,-0.16,-0.88,0.51,2022-03-28 9:26:39
4.09,103.15,-31.86,0.09,-0.85,0.4,2022-03-28 9:26:39
3.54,65.67,5.68,0.17,-1.03,0.41,2022-03-28 9:26:39
5.43,13.37,54.93,0.09,-0.91,0.38,2022-03-28 9:26:39
-17.94,-57.37,68.18,0.06,-1.12,0.34,2022-03-28 9:26:39
-46.45,15.26,45.78,-0.09,-0.92,0.21,2022-03-28 9:26:39
-7.08,116.76,-17.52,0.16,-0.8,0.14,2022-03-28 9:26:39
23.19,-41.81,-86,0.24,-0.97,0.19,2022-03-28 9:26:39
35.16,-76.6,-79.53,0.19,-1.05,0.38,2022-03-28 9:26:40
15.14,-47.67,-21.36,0.24,-1.13,0.52,2022-03-28 9:26:40
-23.07,-60.42,41.14,0.09,-0.95,0.48,2022-03-28 9:26:40
-88.26,-114.87,123.84,-0.07,-1.03,0.16,2022-03-28 9:26:40
-94.36,41.14,79.04,-0.1,-0.92,0.08,2022-03-28 9:26:40
19.71,38.45,71.41,0.12,-0.67,0.16,2022-03-28 9:26:40
79.65,-102.72,-32.1,0.21,-0.8,0.25,2022-03-28 9:26:40
88.81,-230.59,-61.71,0.02,-1.12,0.5,2022-03-28 9:26:40
29.54,-134.83,8.79,-0.05,-0.97,0.56,2022-03-28 9:26:41
-16.78,-109.62,33.2,0.02,-0.91,0.44,2022-03-28 9:26:41
-53.34,-79.41,12.27,0.06,-1.16,0.36,2022-03-28 9:26:41
-69.03,-31.86,35.03,0.06,-1.06,0.16,2022-03-28 9:26:41
-28.69,-6.84,19.78,0.2,-0.92,0.06,2022-03-28 9:26:41
16.05,-86.49,21.79,0.2,-1.05,0.08,2022-03-28 9:26:41
40.83,-92.77,91,0.07,-1.03,0.18,2022-03-28 9:26:41
46.26,-94.48,112.85,0.12,-1.13,0.31,2022-03-28 9:26:41
17.76,-141.91,101.68,-0.24,-0.98,0.42,2022-03-28 9:26:41
17.15,-15.93,-1.71,-0.04,-0.87,0.4,2022-03-28 9:26:42
26.92,-41.2,-65.37,0.06,-0.95,0.4,2022-03-28 9:26:42
26.73,-84.78,-76.17,0.16,-0.99,0.43,2022-03-28 9:26:42
-7.93,-92.59,-31.37,0.03,-0.93,0.46,2022-03-28 9:26:42
-43.09,-69.7,2.32,0.13,-1.08,0.56,2022-03-28 9:26:42
-75.38,14.83,40.41,0.05,-0.95,0.44,2022-03-28 9:26:42
-61.89,20.81,71.35,0.05,-1,0.35,2022-03-28 9:26:42
-26.73,6.9,89.84,-0.02,-1.03,0.4,2022-03-28 9:26:42
33.2,27.47,13.37,-0.2,-0.76,0.55,2022-03-28 9:26:43
24.6,-44.01,-72.08,-0.3,-0.96,0.42,2022-03-28 9:26:43
0.61,20.08,-93.38,-0.28,-0.86,0.58,2022-03-28 9:26:43
7.08,73.12,-60.73,0.07,-0.76,0.44,2022-03-28 9:26:43
28.99,0.24,-39.92,0.05,-0.78,0.55,2022-03-28 9:26:43
23.25,-19.59,12.15,-0.21,-0.79,0.63,2022-03-28 9:26:43
6.71,34.97,25.51,-0.21,-0.76,0.58,2022-03-28 9:26:43
13.43,-28.99,10.25,-0.01,-0.76,0.58,2022-03-28 9:26:43
20.45,-47.24,-4.82,-0.11,-1.01,0.56,2022-03-28 9:26:43
-6.41,48.77,22.52,-0.23,-1.03,0.39,2022-03-28 9:26:44
-10.25,110.53,61.77,-0.14,-1.01,0.39,2022-03-28 9:26:44
-29.36,-58.23,12.82,0.01,-1.01,0.28,2022-03-28 9:26:44
-26.37,-58.11,6.1,-0.15,-1,0.27,2022-03-28 9:26:44
15.69,82.7,1.4,0.05,-0.81,0.25,2022-03-28 9:26:44
53.96,-96.37,-44.19,0.12,-0.95,0.35,2022-03-28 9:26:44
35.1,-88.99,-38.02,-0.18,-0.97,0.47,2022-03-28 9:26:44
8.79,67.5,-0.79,-0.16,-1.1,0.62,2022-03-28 9:26:44
-27.1,91.61,40.22,-0.37,-0.75,0.14,2022-03-28 9:26:44
4.15,75.2,-12.88,-0.03,-0.81,0.28,2022-03-28 9:26:45
34.24,-30.21,-57.13,-0.02,-0.79,0.37,2022-03-28 9:26:45
46.63,-40.95,-49.01,-0.02,-1.04,0.55,2022-03-28 9:26:45
-6.29,77.88,11.47,-0.08,-1.09,0.46,2022-03-28 9:26:45
-24.29,67.14,78.67,0.04,-1.04,0.37,2022-03-28 9:26:45
-63.78,-8,43.21,-0.11,-1.12,0.2,2022-03-28 9:26:45
-30.64,59.14,24.17,0.02,-0.8,0.12,2022-03-28 9:26:45
11.17,-43.03,-18.25,0.17,-0.88,0.17,2022-03-28 9:26:45
44.43,-106.26,-8.12,0.05,-0.86,0.3,2022-03-28 9:26:46
50.66,-48.95,-9.09,0.03,-1.05,0.45,2022-03-28 9:26:46
34.79,33.08,-49.87,0,-1.41,0.51,2022-03-28 9:26:46
-1.71,-98.51,44.13,-0.08,-0.8,0.4,2022-03-28 9:26:46
-69.46,156.92,-1.53,-0.31,-0.94,0.01,2022-03-28 9:26:46
-22.16,105.96,21.06,-0.11,-0.86,0.15,2022-03-28 9:26:46
18.68,-47.85,-56.34,0,-0.86,0.27,2022-03-28 9:26:46
35.52,-92.04,-39.67,-0.08,-0.92,0.45,2022-03-28 9:26:46
21.18,-16.85,14.34,0.15,-1.21,0.58,2022-03-28 9:26:47
-52.86,-1.16,38.39,-0.07,-0.96,0.4,2022-03-28 9:26:47
-66.35,9.09,82.76,0.21,-1.27,0.31,2022-03-28 9:26:47
-75.2,-25.63,74.4,-0.03,-0.96,0.19,2022-03-28 9:26:47
-24.17,58.23,51.21,0.01,-0.97,0.17,2022-03-28 9:26:47
22.95,-60.61,-61.65,-0.02,-1.09,0.43,2022-03-28 9:26:47
49.74,-66.77,-73.61,-0.31,-0.61,0.44,2022-03-28 9:26:47
13.12,48.28,-90.45,-0.04,-0.95,0.52,2022-03-28 9:26:47
22.83,100.16,11.29,0.09,-0.86,0.38,2022-03-28 9:26:47
29.79,-12.08,-2.38,-0.06,-0.81,0.47,2022-03-28 9:26:48
28.75,-46.51,-2.32,-0.06,-0.86,0.57,2022-03-28 9:26:48
18.49,-37.78,-13.92,0,-0.92,0.51,2022-03-28 9:26:48
-23.25,41.14,89.23,-0.28,-0.99,0.05,2022-03-28 9:26:48
16.66,55.6,35.83,0.26,-0.95,0.08,2022-03-28 9:26:48
-8.42,-216.98,6.9,-0.02,-1.09,0.15,2022-03-28 9:26:48
-6.53,3.17,16.48,-0.12,-0.91,0.21,2022-03-28 9:26:48
11.9,53.04,-24.96,0.18,-0.88,0.24,2022-03-28 9:26:48
21.97,-63.35,-56.27,0.11,-1.05,0.36,2022-03-28 9:26:49
-4.52,-12.45,-48.46,-0.09,-1.3,0.38,2022-03-28 9:26:49
-26.86,82.64,23.32,0.07,-0.47,0.32,2022-03-28 9:26:49
-27.34,29.48,32.9,-0.25,-0.87,0.23,2022-03-28 9:26:49
13.12,111.21,-15.2,-0.01,-0.84,0.32,2022-03-28 9:26:49
28.87,-72.57,-55.6,0.04,-0.8,0.28,2022-03-28 9:26:49
51.09,-116.7,-49.56,0.07,-1,0.56,2022-03-28 9:26:49
8.48,15.69,-9.64,-0.08,-1.32,0.59,2022-03-28 9:26:49
-52.25,106.57,94.24,-0.1,-1,0.31,2022-03-28 9:26:49
-43.21,53.22,122.92,0.01,-1.17,0.18,2022-03-28 9:26:50
-30.15,-0.67,41.08,-0.25,-0.8,-0.06,2022-03-28 9:26:50
23.5,-5.37,-81.85,0.18,-0.89,0.07,2022-03-28 9:26:50
53.89,-231.93,-77.51,0.13,-1.15,0.27,2022-03-28 9:26:50
46.45,119.75,13.73,-0.11,-1.05,0.39,2022-03-28 9:26:50
5.13,99,-59.2,0.3,-1.15,0.37,2022-03-28 9:26:50
-1.71,-38.51,-79.9,0.17,-1.42,0.59,2022-03-28 9:26:50
-54.75,-115.72,117.43,-0.28,-0.79,0.13,2022-03-28 9:26:50
-120.3,70.19,-14.95,-0.34,-1,-0.08,2022-03-28 9:26:51
26.61,77.33,41.38,-0.54,-0.73,0.19,2022-03-28 9:26:51
20.39,75.44,-64.33,0.27,-0.92,0.33,2022-03-28 9:26:51
42.24,-163.21,-53.89,-0.12,-0.94,0.52,2022-03-28 9:26:51
34.55,-25.02,-3.36,0.1,-0.76,0.48,2022-03-28 9:26:51
-25.21,-73.3,19.59,0,-1.19,0.53,2022-03-28 9:26:51
-67.08,22.95,84.23,-0.04,-1.09,0.32,2022-03-28 9:26:51
-61.71,74.34,83.56,0.09,-1.21,0.21,2022-03-28 9:26:51
-33.26,-2.99,45.17,0.06,-0.9,0.11,2022-03-28 9:26:51
7.69,-18.86,-5.49,-0.1,-1,0.19,2022-03-28 9:26:52
56.34,5.19,-81.97,0.01,-0.9,0.43,2022-03-28 9:26:52
69.21,-87.16,-97.23,-0.06,-1.04,0.37,2022-03-28 9:26:52
42.97,68.18,-70.92,-0.12,-0.87,0.53,2022-03-28 9:26:52
5.86,100.22,-7.26,0.1,-0.78,0.38,2022-03-28 9:26:52
0.73,63.17,21.12,0.1,-1,0.37,2022-03-28 9:26:52
