gx,gy,gz,acx,acy,acz,time
-35.95,7.2,60.42,0.09,-0.88,0.15,2022-03-28 9:33:27
25.09,-3.42,25.57,0.06,-0.99,0.23,2022-03-28 9:33:27
71.66,-129.21,-49.8,0.13,-0.91,0.71,2022-03-28 9:33:28
52.67,1.71,-92.77,-0.36,-0.92,0.33,2022-03-28 9:33:28
20.51,204.59,-115.6,0.27,-0.9,0.38,2022-03-28 9:33:28
34.06,-153.44,-101.38,0.49,-0.89,0.59,2022-03-28 9:33:28
-25.88,38.82,38.7,-0.19,-1.26,0.5,2022-03-28 9:33:28
-46.45,125.92,192.5,0.24,-1.31,0.42,2022-03-28 9:33:28
-66.89,-15.44,162.72,0.08,-1.13,0.28,2022-03-28 9:33:28
-35.58,-6.77,115.23,-0.05,-0.9,0.23,2022-03-28 9:33:28
37.54,-31.68,-13.61,0.06,-0.78,0.34,2022-03-28 9:33:29
121.34,-39.12,-188.84,0.07,-1.06,0.48,2022-03-28 9:33:29
69.27,-53.16,-167.18,-0.08,-1.22,0.48,2022-03-28 9:33:29
25.45,277.47,-34.91,0.24,-0.75,0.2,2022-03-28 9:33:29
33.69,-26.55,-3.85,0.44,-1,0.44,2022-03-28 9:33:29
-7.02,-153.63,87.59,-0.07,-1.14,0.51,2022-03-28 9:33:29
-82.15,18.98,149.96,0,-1.11,0.38,2022-03-28 9:33:29
-67.63,37.35,79.35,0.12,-0.97,0.17,2022-03-28 9:33:29
-20.39,0.73,17.03,0.11,-0.98,0.17,2022-03-28 9:33:30
39.61,-30.03,-62.44,-0.01,-1.25,0.22,2022-03-28 9:33:30
79.16,-66.96,-67.5,0.01,-0.63,0.4,2022-03-28 9:33:30
58.47,-82.21,-102.05,-0.09,-1.02,0.43,2022-03-28 9:33:30
35.46,106.75,-32.47,0.24,-0.84,0.41,2022-03-28 9:33:30
23.74,-60.36,2.69,0.28,-1.37,0.63,2022-03-28 9:33:30
-83.62,7.93,116.82,-0.08,-1.07,0.36,2022-03-28 9:33:30
-110.23,76.29,117.55,0.08,-1.09,0.29,2022-03-28 9:33:30
-48.03,54.87,90.58,0.03,-0.9,0.17,2022-03-28 9:33:30
4.33,-21,-4.76,0.12,-0.77,0.24,2022-03-28 9:33:31
98.02,-60.42,-147.71,0.1,-1,0.49,2022-03-28 9:33:31
92.22,-110.96,-118.65,-0.12,-0.99,0.49,2022-03-28 9:33:31
41.87,134.52,-102.6,-0.03,-0.93,0.45,2022-03-28 9:33:31
27.16,-15.93,-30.58,0.45,-0.88,0.49,2022-03-28 9:33:31
-45.65,-54.5,95.52,-0.14,-1.14,0.49,2022-03-28 9:33:31
-85.02,76.35,171.63,0.05,-1.27,0.39,2022-03-28 9:33:31
-80.02,2.08,92.77,0.12,-0.99,0.23,2022-03-28 9:33:31
-32.04,0,57.01,0.06,-0.86,0.18,2022-03-28 9:33:32
15.2,-42.18,-33.63,0.05,-0.88,0.21,2022-03-28 9:33:32
110.11,-19.84,-130.19,0.13,-0.77,0.54,2022-03-28 9:33:32
91.19,-141.78,-103.15,-0.05,-1.14,0.47,2022-03-28 9:33:32
31.74,221.68,-40.71,0.05,-0.83,0.38,2022-03-28 9:33:32
19.53,-6.65,-4.15,0.41,-0.89,0.47,2022-03-28 9:33:32
-48.4,-81.73,52.73,-0.19,-1.03,0.44,2022-03-28 9:33:32
-100.34,111.94,138.98,0.09,-1.37,0.41,2022-03-28 9:33:32
-73.97,26.86,108.58,0.06,-0.86,0.18,2022-03-28 9:33:33
2.56,-21.12,13.98,0.13,-0.8,0.25,2022-03-28 9:33:33
82.7,-60.12,-124.76,0.06,-1.18,0.36,2022-03-28 9:33:33
117.13,-139.65,-133.61,0.09,-0.97,0.54,2022-03-28 9:33:33
54.75,-2.75,-83.98,-0.33,-0.98,0.42,2022-03-28 9:33:33
23.07,230.04,-21.36,0.35,-0.83,0.39,2022-03-28 9:33:33
22.16,-94.67,18.92,0.3,-1,0.5,2022-03-28 9:33:33
-60,-90.52,71.9,-0.14,-1.16,0.49,2022-03-28 9:33:33
-105.9,94.06,150.39,0.01,-1.36,0.37,2022-03-28 9:33:33
-76.72,31.56,111.21,0.09,-0.86,0.15,2022-03-28 9:33:34
-12.02,-10.74,41.99,0.1,-0.76,0.21,2022-03-28 9:33:34
57.68,-29.66,-96.5,0.06,-1.02,0.31,2022-03-28 9:33:34
110.9,-131.53,-160.22,0.09,-0.89,0.62,2022-03-28 9:33:34
57.86,2.56,-96.01,-0.28,-1.04,0.4,2022-03-28 9:33:34
22.58,227.54,-46.63,0.26,-0.79,0.37,2022-03-28 9:33:34
25.02,-74.1,2.5,0.33,-0.94,0.47,2022-03-28 9:33:34
-28.87,-65.37,87.65,-0.12,-1.3,0.52,2022-03-28 9:33:34
-72.14,34.85,154.24,-0.01,-1.09,0.35,2022-03-28 9:33:34
-78,9.64,78.67,0.1,-1.05,0.28,2022-03-28 9:33:35
-43.15,13.73,39.18,0.07,-0.77,0.18,2022-03-28 9:33:35
17.58,-31.31,-53.28,0.13,-0.78,0.3,2022-03-28 9:33:35
105.16,-21.79,-141.6,0.1,-1.18,0.71,2022-03-28 9:33:35
75.68,-124.27,-82.46,-0.12,-0.97,0.39,2022-03-28 9:33:35
21.18,121.95,-47.79,-0.1,-0.8,0.4,2022-03-28 9:33:35
34.3,62.44,-4.58,0.49,-0.66,0.4,2022-03-28 9:33:35
21.85,-214.84,2.99,0.01,-1.49,0.72,2022-03-28 9:33:35
-91.13,12.7,77.03,-0.18,-1.19,0.43,2022-03-28 9:33:36
-111.69,108.64,152.53,0.15,-1.21,0.3,2022-03-28 9:33:36
-72.94,7.14,111.63,0.02,-0.84,0.16,2022-03-28 9:33:36
-4.46,15.01,22.77,-0.02,-0.54,0.12,2022-03-28 9:33:36
138.12,43.09,-202.76,0.41,-1.42,0.64,2022-03-28 9:33:36
126.53,-311.77,-128.42,-0.44,-1.22,0.34,2022-03-28 9:33:36
51.27,292.79,-96.37,-0.04,-0.93,0.35,2022-03-28 9:33:36
10.44,120.67,-56.7,0.61,-0.69,0.34,2022-03-28 9:33:36
3.85,-259.34,-10.13,0.08,-1.35,0.63,2022-03-28 9:33:36
-82.28,92.1,177.12,-0.1,-1.11,0.34,2022-03-28 9:33:37
-83.44,84.53,180.24,0.18,-1.23,0.28,2022-03-28 9:33:37
-53.04,2.87,75.5,0,-0.81,0.18,2022-03-28 9:33:37
11.29,-44.01,-2.87,0.06,-0.71,0.22,2022-03-28 9:33:37
114.93,-72.27,-158.45,0.26,-1.19,0.72,2022-03-28 9:33:37
85.94,-150.82,-93.51,-0.32,-1.01,0.36,2022-03-28 9:33:37
34.61,231.02,-80.87,0.03,-0.93,0.32,2022-03-28 9:33:37
29.6,104.31,-61.16,0.67,-0.71,0.41,2022-03-28 9:33:37
21.85,-284.73,0,-0.06,-1.37,0.62,2022-03-28 9:33:37
-76.05,36.32,110.47,-0.1,-1.14,0.48,2022-03-28 9:33:38
-99,-7.26,123.54,0.09,-1.16,0.22,2022-03-28 9:33:38
-52.61,39.18,81.24,0.04,-0.76,0.15,2022-03-28 9:33:38
25.21,-12.02,8.48,0.11,-0.69,0.2,2022-03-28 9:33:38
128.66,-84.29,-173.71,0.28,-1.29,0.85,2022-03-28 9:33:38
91.55,-47.18,-120.61,-0.42,-1.15,0.36,2022-03-28 9:33:38
20.08,250.92,-87.65,0.1,-1,0.37,2022-03-28 9:33:38
20.75,59.88,-73.24,0.61,-0.61,0.35,2022-03-28 9:33:38
-17.52,-173.46,28.2,-0.36,-1.4,0.65,2022-03-28 9:33:39
-102.54,101.75,201.66,0.11,-1.37,0.44,2022-03-28 9:33:39
-90.33,26.06,161.99,0.15,-1.18,0.23,2022-03-28 9:33:39
-46.26,7.93,94.6,0.04,-0.79,0.18,2022-03-28 9:33:39
46.02,-48.34,-16.91,0.03,-0.73,0.29,2022-03-28 9:33:39
161.25,-46.33,-213.93,0.12,-1.18,0.78,2022-03-28 9:33:39
104.43,-76.17,-166.38,-0.31,-1.24,0.45,2022-03-28 9:33:39
22.28,270.32,-93.02,0.05,-0.87,0.36,2022-03-28 9:33:39
12.76,121.64,-33.39,0.57,-0.64,0.34,2022-03-28 9:33:40
19.17,-167.91,43.15,0.11,-1.39,0.64,2022-03-28 9:33:40
-45.17,-32.53,196.11,-0.06,-1.21,0.41,2022-03-28 9:33:40
-93.81,13.61,191.41,0.03,-1.35,0.44,2022-03-28 9:33:40
-77.21,16.66,103.52,-0.05,-0.92,0.24,2022-03-28 9:33:40
-4.03,5.31,12.02,0.1,-0.69,0.24,2022-03-28 9:33:40
100.59,-49.74,-150.39,0.02,-1.3,0.38,2022-03-28 9:33:40
102.36,-158.39,-202.33,0.15,-1.14,0.65,2022-03-28 9:33:40
40.47,92.04,-86.06,-0.33,-0.97,0.36,2022-03-28 9:33:40
16.42,312.19,-17.46,0.49,-0.75,0.23,2022-03-28 9:33:41
37.17,-123.23,-11.78,0.39,-0.77,0.45,2022-03-28 9:33:41
-8.54,-132.63,67.75,-0.07,-1.39,0.55,2022-03-28 9:33:41
-92.35,48.52,165.04,-0.09,-1.4,0.44,2022-03-28 9:33:41
-102.78,64.94,159.79,0.06,-1.12,0.28,2022-03-28 9:33:41
-45.17,71.9,80.14,-0.02,-0.74,0.16,2022-03-28 9:33:41
27.4,-53.22,-37.23,0.1,-0.67,0.2,2022-03-28 9:33:41
137.57,-89.42,-241.33,0.29,-1.31,0.71,2022-03-28 9:33:41
98.14,-151.98,-125.24,-0.49,-1.15,0.42,2022-03-28 9:33:41
25.57,279.91,-56.52,0.08,-0.89,0.34,2022-03-28 9:33:42
8.79,151.37,-20.75,0.58,-0.58,0.27,2022-03-28 9:33:42
36.5,-266.48,4.03,0.41,-1.35,0.49,2022-03-28 9:33:42
-92.53,117.61,183.72,0.05,-1.28,0.42,2022-03-28 9:33:42
-81.91,20.02,112,0.13,-0.98,0.19,2022-03-28 9:33:42
-24.23,13.18,54.87,0.1,-0.7,0.16,2022-03-28 9:33:42
50.48,-64.64,-58.47,0.14,-0.78,0.24,2022-03-28 9:33:42
126.77,-159,-188.11,0.16,-1.03,0.77,2022-03-28 9:33:42
27.28,131.9,-77.76,-0.14,-0.98,0.33,2022-03-28 9:33:43
1.83,221.44,-40.53,0.55,-0.68,0.26,2022-03-28 9:33:43
23.56,-247.07,-12.02,0.34,-1.12,0.43,2022-03-28 9:33:43
-59.94,53.71,158.39,0.12,-1.16,0.36,2022-03-28 9:33:43
-66.83,-27.89,105.41,0.15,-1.14,0.25,2022-03-28 9:33:43
-56.09,-37.11,72.33,0.01,-0.82,0.15,2022-03-28 9:33:43
-8,4.33,28.56,0.07,-0.69,0.23,2022-03-28 9:33:43
117.25,-28.69,-124.08,0.29,-0.87,0.8,2022-03-28 9:33:43
82.7,-134.7,-87.77,-0.38,-1.09,0.33,2022-03-28 9:33:44
17.15,240.54,-60.61,-0.02,-0.91,0.43,2022-03-28 9:33:44
16.78,42.11,-35.34,0.39,-0.68,0.38,2022-03-28 9:33:44
35.1,-172.36,-44.74,0.12,-1.25,0.64,2022-03-28 9:33:44
-37.17,-4.33,64.21,-0.16,-0.86,0.39,2022-03-28 9:33:44
-57.43,95.52,107.91,0.2,-1.15,0.39,2022-03-28 9:33:44
-41.56,-57.8,49.19,0.15,-0.99,0.18,2022-03-28 9:33:44
20.51,-86.98,30.58,0.19,-0.82,0.32,2022-03-28 9:33:44
52.12,-163.51,23.68,0.04,-1.37,0.56,2022-03-28 9:33:45
5.74,-15.26,68.05,-0.11,-0.62,0.34,2022-03-28 9:33:45
1.4,-33.2,-16.3,0.04,-1.02,0.38,2022-03-28 9:33:45
18.68,-19.53,20.81,0.07,-0.82,0.33,2022-03-28 9:33:45
28.81,-44.92,18.49,0,-0.88,0.4,2022-03-28 9:33:45
39.18,-13.92,25.63,0.03,-0.92,0.45,2022-03-28 9:33:45
59.08,-56.21,-14.65,0.28,-1,0.52,2022-03-28 9:33:45
10.5,-183.23,-34,-0.01,-0.97,0.42,2022-03-28 9:33:45
-45.96,-47.42,-36.19,0.05,-1.08,0.35,2022-03-28 9:33:45
-81.12,-7.39,-4.64,0.19,-1.16,0.19,2022-03-28 9:33:46
-63.84,-2.32,52.43,0.12,-0.96,0.15,2022-03-28 9:33:46
-17.15,-7.63,83.19,0.26,-1.11,0.14,2022-03-28 9:33:46
39.67,-93.2,147.4,0.12,-1.1,0.21,2022-03-28 9:33:46
28.44,-143.13,173.22,0.04,-1.17,0.33,2022-03-28 9:33:46
27.89,-115.66,151.79,-0.18,-0.93,0.55,2022-03-28 9:33:46
47.79,-55.97,40.53,-0.15,-0.59,0.43,2022-03-28 9:33:46
66.04,-119.38,-131.41,0.12,-1.21,0.57,2022-03-28 9:33:47
-5.37,57.37,-57.43,0.01,-1.12,0.38,2022-03-28 9:33:47
-47,62.74,-2.99,0.16,-0.91,0.22,2022-03-28 9:33:47
29.97,-8.79,114.01,0.16,-0.95,0.21,2022-03-28 9:33:47
24.84,-101.2,93.69,0.1,-1.02,0.34,2022-03-28 9:33:47
-2.87,-41.75,59.88,-0.13,-0.92,0.4,2022-03-28 9:33:47
-30.03,90.7,-38.94,-0.09,-0.93,0.43,2022-03-28 9:33:47
-27.53,103.39,-91.55,0.03,-1.02,0.39,2022-03-28 9:33:47
1.59,65.06,-118.16,0.15,-0.9,0.32,2022-03-28 9:33:48
41.08,-15.01,-107.97,0.17,-0.95,0.43,2022-03-28 9:33:48
51.7,-57.56,-60.91,0.09,-1.11,0.58,2022-03-28 9:33:48
3.6,-10.25,51.57,0.05,-1.03,0.54,2022-03-28 9:33:48
-62.26,-14.04,122.25,-0.01,-1.04,0.41,2022-03-28 9:33:48
-93.99,-11.23,93.99,0.02,-1.16,0.31,2022-03-28 9:33:48
-68.12,22.58,69.09,0.04,-0.88,0.19,2022-03-28 9:33:48
-6.96,12.7,23.5,0.03,-1.1,0.26,2022-03-28 9:33:48
67.44,0.49,-67.87,-0.06,-0.97,0.29,2022-03-28 9:33:48
110.84,-27.83,-109.86,0.01,-0.97,0.32,2022-03-28 9:33:49
59.94,49.87,-121.09,-0.02,-0.95,0.49,2022-03-28 9:33:49
15.75,50.23,41.63,0.36,-1.24,0.59,2022-03-28 9:33:49
-79.22,-90.82,146.12,-0.13,-1.09,0.39,2022-03-28 9:33:49
-119.08,31.43,130.74,0.07,-1.23,0.31,2022-03-28 9:33:49
-87.22,10.56,89.66,0.07,-0.84,0.12,2022-03-28 9:33:49
-9.52,5.55,26.12,0.17,-0.94,0.16,2022-03-28 9:33:49
55.97,-79.71,-62.44,0,-1.12,0.25,2022-03-28 9:33:49
111.57,-123.66,-62.5,0,-0.91,0.59,2022-03-28 9:33:50
50.17,-1.28,-51.88,-0.26,-0.77,0.46,2022-03-28 9:33:50
11.17,149.84,-39.86,0.11,-0.89,0.41,2022-03-28 9:33:50
15.32,55.11,-2.01,0.23,-0.94,0.48,2022-03-28 9:33:50
-39,-54.87,60.06,-0.1,-0.82,0.38,2022-03-28 9:33:50
-69.34,35.95,88.2,0.1,-1.06,0.3,2022-03-28 9:33:50
-51.82,28.63,57.01,0.05,-0.77,0.2,2022-03-28 9:33:50
10.38,26.92,11.29,0.17,-0.91,0.2,2022-03-28 9:33:50
55.6,-106.2,-69.89,0.12,-1.38,0.36,2022-03-28 9:33:50
33.39,-74.46,-40.65,-0.23,-0.78,0.51,2022-03-28 9:33:51
-11.72,110.17,-34.42,-0.03,-0.78,0.3,2022-03-28 9:33:51
-23.68,133.54,-55.54,0.17,-0.68,0.26,2022-03-28 9:33:51
34.3,-0.12,-29.97,0.19,-0.77,0.38,2022-03-28 9:33:51
59.39,-112.43,-19.84,0.27,-1.59,0.69,2022-03-28 9:33:51
-28.63,-34.91,73.85,-0.15,-0.92,0.38,2022-03-28 9:33:51
-77.94,20.57,88.56,0.08,-1.02,0.36,2022-03-28 9:33:51
-51.94,53.71,43.27,0.11,-0.82,0.15,2022-03-28 9:33:51
-3.91,-19.71,-4.03,0.12,-1.05,0.19,2022-03-28 9:33:51
53.83,-12.21,-45.72,0.01,-1.19,0.38,2022-03-28 9:33:52
54.5,-50.54,-20.57,-0.16,-0.8,0.34,2022-03-28 9:33:52
23.13,41.38,-81.54,0,-0.78,0.34,2022-03-28 9:33:52
25.76,55.11,-40.77,0.13,-0.75,0.4,2022-03-28 9:33:52
-37.72,-81.97,45.53,-0.13,-0.97,0.42,2022-03-28 9:33:52
-89.6,27.04,119.32,0.03,-1.2,0.35,2022-03-28 9:33:52
-82.15,26.98,108.52,0.04,-0.83,0.21,2022-03-28 9:33:52
-18.07,15.56,28.26,0.11,-0.82,0.16,2022-03-28 9:33:53
56.46,-59.45,-68.85,0.02,-1.21,0.22,2022-03-28 9:33:53
66.83,-116.46,-58.65,-0.14,-0.82,0.44,2022-03-28 9:33:53
15.2,94.67,-64.39,-0.16,-0.88,0.32,2022-03-28 9:33:53
13.61,143.55,-28.02,0.32,-0.77,0.34,2022-03-28 9:33:53
62.07,-102.72,-42.24,0.36,-1.39,0.58,2022-03-28 9:33:53
-42.54,-69.64,33.2,-0.31,-0.94,0.38,2022-03-28 9:33:53
-88.68,85.57,111.08,0.11,-1.16,0.41,2022-03-28 9:33:53
-70.62,42.66,84.23,0.11,-0.85,0.19,2022-03-28 9:33:53
-21.36,-17.27,26.25,0.09,-0.95,0.22,2022-03-28 9:33:54
36.56,-52.12,-30.88,0.02,-1.13,0.31,2022-03-28 9:33:54
72.88,-98.14,-43.64,-0.02,-0.79,0.49,2022-03-28 9:33:54
34.06,23.13,-65.43,-0.18,-0.81,0.37,2022-03-28 9:33:54
7.51,140.44,-61.89,0.1,-0.89,0.42,2022-03-28 9:33:54
19.9,26.67,-13.79,0.16,-0.78,0.4,2022-03-28 9:33:54
13.73,-84.47,-1.95,0.1,-1.31,0.55,2022-03-28 9:33:54
-43.09,-45.23,88.38,0,-1.07,0.39,2022-03-28 9:33:54
-77.7,-1.89,72.75,-0.01,-0.93,0.25,2022-03-28 9:33:54
-27.95,61.52,51.82,0.16,-0.96,0.17,2022-03-28 9:33:55
11.72,-73.24,-2.5,0.08,-1.23,0.2,2022-03-28 9:33:55
56.95,-27.53,-30.4,-0.01,-0.88,0.43,2022-03-28 9:33:55
43.4,-52.8,-21,-0.13,-0.77,0.34,2022-03-28 9:33:55
21.97,80.75,-78.8,0,-0.79,0.43,2022-03-28 9:33:55
15.69,12.15,-36.87,0.08,-0.9,0.41,2022-03-28 9:33:55
21.85,16.85,11.9,0.13,-1.26,0.52,2022-03-28 9:33:55
-23.93,-31.13,27.1,0.03,-0.9,0.38,2022-03-28 9:33:55
-67.69,-10.01,57.37,0,-1.1,0.31,2022-03-28 9:33:55
-47.3,67.44,78.12,0.08,-0.83,0.22,2022-03-28 9:33:56
-4.46,-31.92,33.57,0.1,-0.96,0.23,2022-03-28 9:33:56
43.15,-61.34,-38.21,0,-1.2,0.33,2022-03-28 9:33:56
45.17,-35.83,-37.66,-0.09,-0.74,0.42,2022-03-28 9:33:56
10.68,46.02,-46.08,-0.08,-0.81,0.39,2022-03-28 9:33:56
-7.93,116.39,-50.17,0.09,-0.82,0.31,2022-03-28 9:33:56
20.45,62.38,-9.4,0.13,-0.83,0.36,2022-03-28 9:33:56
47.18,-59.51,-41.26,0.28,-1.44,0.62,2022-03-28 9:33:56
-13.92,-71.72,38.39,-0.1,-0.97,0.38,2022-03-28 9:33:57
-70.62,18.31,60.85,-0.01,-0.98,0.32,2022-03-28 9:33:57
-34.06,71.96,44.8,0.2,-0.87,0.19,2022-03-28 9:33:57
1.89,-85.69,0.31,0.12,-1.16,0.27,2022-03-28 9:33:57
26.25,-27.04,8.42,-0.09,-0.94,0.4,2022-03-28 9:33:57
18.07,-11.84,15.81,-0.2,-0.74,0.39,2022-03-28 9:33:57
6.53,79.41,-75.81,-0.01,-0.69,0.34,2022-03-28 9:33:57
22.28,18.31,-69.27,0.05,-0.84,0.36,2022-03-28 9:33:57
46.08,3.72,-42.6,0.2,-1.26,0.52,2022-03-28 9:33:57
-13.79,-40.71,33.69,-0.07,-0.79,0.42,2022-03-28 9:33:58
-59.63,50.35,96.92,0.06,-1.13,0.38,2022-03-28 9:33:58
-54.2,36.01,86.18,0.09,-0.85,0.26,2022-03-28 9:33:58
-3.3,-29.6,17.52,0.08,-1,0.27,2022-03-28 9:33:58
32.04,-62.56,-60.12,-0.07,-1.1,0.37,2022-03-28 9:33:58
43.21,-18.98,-77.94,-0.03,-0.77,0.45,2022-03-28 9:33:58
11.96,26.37,-53.53,-0.08,-0.82,0.3,2022-03-28 9:33:58
17.58,147.09,-39.25,0.16,-0.75,0.25,2022-03-28 9:33:58
47.18,-15.14,-16.78,0.19,-0.71,0.46,2022-03-28 9:33:58
17.64,-164.18,-6.53,0.03,-1.41,0.68,2022-03-28 9:33:59
-73.3,18.62,102.78,-0.14,-1.19,0.4,2022-03-28 9:33:59
-97.9,95.7,113.4,0.09,-0.9,0.26,2022-03-28 9:33:59
-48.58,18.55,64.15,0.14,-0.92,0.19,2022-03-28 9:33:59
2.62,-41.81,-14.1,0.03,-0.95,0.21,2022-03-28 9:33:59
78.06,-3.6,-103.21,0.16,-0.77,0.5,2022-03-28 9:33:59
72.75,-89.23,-92.47,-0.04,-1.02,0.38,2022-03-28 9:33:59
37.17,102.23,-84.66,0,-0.92,0.44,2022-03-28 9:33:59
27.04,2.01,-13.79,0.21,-0.77,0.43,2022-03-28 9:33:59
17.64,-52.19,-3.17,0.16,-1.48,0.67,2022-03-28 9:34:00
-60.18,-13.24,85.51,-0.04,-0.89,0.36,2022-03-28 9:34:00
-93.87,15.01,115.78,0.07,-1.24,0.32,2022-03-28 9:34:00
-79.47,15.38,89.72,0.03,-0.93,0.16,2022-03-28 9:34:00
-26.55,26.49,50.29,0.08,-0.97,0.21,2022-03-28 9:34:00
49.56,15.93,-64.27,0,-0.93,0.31,2022-03-28 9:34:00
114.5,-73.36,-123.72,0.12,-0.84,0.52,2022-03-28 9:34:00
71.72,-59.39,-126.22,-0.34,-1.01,0.55,2022-03-28 9:34:00
25.88,177.19,-38.15,0.13,-0.9,0.36,2022-03-28 9:34:00
22.64,20.94,-0.43,0.4,-0.96,0.46,2022-03-28 9:34:01
-43.21,-150.94,57.68,-0.11,-1.01,0.44,2022-03-28 9:34:01
-99.18,25.27,132.81,-0.07,-1.32,0.4,2022-03-28 9:34:01
-99.43,63.6,102.11,0.11,-1.04,0.21,2022-03-28 9:34:01
-43.46,14.34,71.53,0.09,-0.96,0.19,2022-03-28 9:34:01
7.26,-56.21,-4.33,-0.02,-0.86,0.23,2022-03-28 9:34:01
99.43,7.08,-126.89,0.08,-0.7,0.45,2022-03-28 9:34:01
